onset	duration	trial_type	response_time	int_rating	unp_rating	level	perspective
3.56799903648971	1.01542561608767	warning_cue	n/a	n/a	n/a	n/a	neut
7.14955661784006	10.184545435397	press	n/a	0.1796875	0.1015625	5	neut
23.3504309602213	5.51447101718804	int_rating	5.01447101718804	0.1796875	n/a	5	neut
28.883596183332	2.44796423346088	unp_rating	1.94796423346088	n/a	0.1015625	5	neut
35.897758812418	1.01683523596148	warning_cue	n/a	n/a	n/a	n/a	neut
37.4809979460588	12.6592227755682	heat	n/a	0.203125	0.10546875	47.5	neut
52.1479317743979	3.66545129709266	int_rating	3.16545129709266	0.203125	n/a	47.5	neut
55.8319976149869	3.76450679777008	unp_rating	3.26450679777008	n/a	0.10546875	47.5	neut
64.6964740060139	1.01808526093919	warning_cue	n/a	n/a	n/a	n/a	neut
66.2792775617127	12.5025508178769	heat	n/a	0.068359375	0.0546875	47.5	neut
83.7136975625453	4.23122653671453	int_rating	3.73122653671453	0.068359375	n/a	47.5	neut
80.7961722069394	2.8990417825371	unp_rating	2.3990417825371	n/a	0.0546875	47.5	neut
95.34420810958	1.01727891516566	warning_cue	n/a	n/a	n/a	n/a	neut
98.9273519183516	10.0614216205449	press	n/a	0.3359375	0.20703125	3	neut
115.010477634301	3.56588244634258	int_rating	3.06588244634258	0.3359375	n/a	3	neut
118.593285240631	2.13297765185416	unp_rating	1.63297765185416	n/a	0.20703125	3	neut
127.575675253825	1.01697727811552	warning_cue	n/a	n/a	n/a	n/a	neut
129.158935450751	10.1446688554479	press	n/a	0.337890625	0.23046875	3	neut
141.309120186566	3.76570524470299	int_rating	3.26570524470299	0.337890625	n/a	3	neut
145.091767333868	3.61617941166514	unp_rating	3.11617941166514	n/a	0.23046875	3	neut
155.857361861303	1.01678635833559	warning_cue	n/a	n/a	n/a	n/a	neut
159.440519712263	10.0512826190643	press	n/a	0.291015625	0.216796875	4	neut
178.423356915211	2.58275305782263	int_rating	2.08275305782263	0.291015625	n/a	4	neut
175.507197702696	2.89904826354905	unp_rating	2.39904826354905	n/a	0.216796875	4	neut
190.055387259305	1.01676826551375	warning_cue	n/a	n/a	n/a	n/a	neut
193.638508924621	13.021085698947	heat	n/a	0.044921875	0.021484375	47	neut
212.671328493818	2.36614147074579	int_rating	1.86614147074579	0.044921875	n/a	47	neut
215.05540076141	1.84860250501879	unp_rating	1.34860250501879	n/a	0.021484375	47	neut
225.220032480665	1.01673883092371	warning_cue	n/a	n/a	n/a	n/a	neut
226.803262432873	12.5054648424066	heat	n/a	0.017578125	0.00390625	46.5	neut
241.319434445384	2.14977346166415	int_rating	1.64977346166415	0.017578125	n/a	46.5	neut
243.48713573343	1.24874875983187	unp_rating	0.748748759831869	n/a	0.00390625	46.5	neut
